N,P,K,temperature,humidity,ph,rainfall,label
90.2,14.5,50.8,27.01,63.02,6.88,58.25,watermelon
39.6,78.6,21.1,33.35,70.66,6.17,82.08,blackgram
116.5,83.2,50.2,28.47,82.49,6.75,94.41,banana
70.6,40.2,44.4,23.1,89.31,6.15,190.97,jute
102.0,19.8,38.3,18.49,52.73,6.08,192.16,coffee
25.7,19.5,30.8,31.36,94.7,5.76,152.3,coconut
129.5,38.2,20.1,24.23,72.42,6.14,65.24,cotton
22.5,36.3,15.3,29.51,50.95,6.18,44.02,mothbeans
24.4,72.3,79.0,21.29,15.06,6.9,90.25,chickpea
23.8,58.5,16.7,28.3,76.37,6.94,53.76,mungbean
37.5,61.4,50.6,34.79,91.65,6.96,62.16,papaya
29.5,46.2,20.0,26.47,51.77,5.82,58.78,mothbeans
103.9,42.1,23.7,22.58,83.14,6.29,76.33,cotton
24.2,57.4,23.1,29.08,85.95,6.55,56.02,mungbean
95.4,17.7,49.4,28.59,91.73,6.39,28.77,muskmelon
113.6,71.4,48.7,28.03,80.6,6.45,111.29,banana
19.4,123.2,202.8,22.35,93.89,6.72,101.61,apple
91.7,53.7,31.8,23.46,75.86,6.32,194.15,rice
96.5,21.7,53.4,27.27,93.39,6.1,37.57,muskmelon
64.8,56.7,41.9,24.75,86.84,6.25,158.69,rice
21.9,55.7,23.3,29.97,76.58,7.26,56.78,mungbean
95.4,22.8,45.3,24.61,59.11,6.2,44.64,watermelon
101.5,38.5,24.2,25.68,71.16,6.94,95.16,cotton
23.0,65.2,91.8,20.07,20.29,7.18,67.38,chickpea
103.6,18.6,54.5,27.54,63.99,6.48,58.66,watermelon
22.7,70.7,24.3,15.13,21.34,6.19,96.14,kidneybeans
95.3,15.2,52.1,26.94,63.33,6.1,56.1,watermelon
27.9,24.1,28.0,27.17,87.4,6.04,221.47,coconut
28.4,57.0,18.3,20.23,74.82,6.08,61.98,lentil
24.8,130.4,192.7,21.89,82.83,6.86,62.35,grapes
21.5,20.3,14.8,27.45,86.47,6.68,126.44,orange
64.4,60.4,16.3,21.58,70.95,6.01,71.46,maize
65.1,45.7,45.4,21.51,84.34,5.63,155.17,rice
66.2,56.5,21.6,18.24,59.44,6.12,93.59,maize
36.0,76.7,84.1,21.12,19.38,7.33,65.59,chickpea
97.7,41.6,49.2,26.34,77.94,5.6,160.08,rice
23.7,44.0,23.2,32.21,51.93,5.2,49.06,mothbeans
63.0,46.6,49.4,23.66,84.44,6.54,195.45,rice
100.6,22.1,52.9,28.65,66.71,6.19,41.0,watermelon
29.4,16.4,32.7,26.03,90.51,5.72,191.12,coconut
88.1,51.8,15.1,20.94,65.35,5.92,77.53,maize
89.5,37.5,21.0,20.21,62.79,6.2,77.78,maize
19.8,76.7,23.8,21.15,61.25,6.59,49.35,lentil
50.5,71.2,21.5,26.28,69.75,7.47,87.35,blackgram
77.0,35.7,17.7,22.87,67.67,6.16,66.97,maize
88.2,36.4,32.7,20.1,80.26,6.38,189.22,rice
83.1,59.7,38.7,25.29,76.49,6.18,157.16,jute
24.3,16.3,34.2,30.33,90.46,6.44,223.53,coconut
22.0,38.0,24.8,26.15,41.68,5.69,58.47,mothbeans
23.3,22.4,32.6,31.42,91.28,6.76,144.83,coconut
13.1,14.8,37.0,24.6,94.32,5.81,61.87,pomegranate
90.1,39.8,23.8,25.85,55.58,6.96,66.44,maize
31.2,59.9,82.4,20.31,23.1,7.47,90.77,chickpea
97.4,19.7,52.3,25.68,68.27,6.62,48.57,watermelon
16.6,66.5,22.3,26.49,53.55,5.62,195.15,pigeonpeas
106.3,24.3,54.3,31.27,62.68,6.36,49.3,watermelon
22.8,56.8,21.3,20.28,72.06,6.73,69.37,lentil
107.2,11.9,50.7,25.99,92.05,6.91,31.52,muskmelon
94.6,54.5,35.2,21.2,85.03,6.89,205.68,rice
102.2,26.0,39.5,26.09,68.81,6.14,153.56,coffee
15.9,69.7,23.4,18.16,60.74,6.36,64.58,lentil
35.6,70.4,15.4,28.26,67.03,6.22,89.54,blackgram
97.3,19.0,51.1,27.56,94.04,6.5,31.97,muskmelon
74.0,62.9,23.3,26.69,57.49,6.82,106.92,maize
16.7,68.0,16.8,31.59,33.97,6.11,173.79,pigeonpeas
99.5,34.5,41.9,22.67,89.55,6.76,233.83,rice
23.7,56.7,17.9,28.68,55.48,5.32,50.69,mothbeans
91.1,20.1,53.9,30.63,86.84,6.3,35.76,muskmelon
107.6,23.3,54.6,31.07,85.02,6.38,37.28,muskmelon
21.3,142.8,204.9,16.06,81.17,6.95,79.17,grapes
24.2,21.5,34.0,22.14,92.21,6.91,101.12,pomegranate
104.4,11.3,53.5,29.86,64.16,6.82,48.08,watermelon
92.5,55.3,41.4,25.29,87.29,6.93,151.19,jute
109.2,56.2,16.4,26.64,83.32,6.21,89.86,cotton
113.8,51.2,23.8,23.47,82.61,5.68,68.6,cotton
54.2,78.6,18.3,30.71,73.64,6.01,84.32,blackgram
18.5,19.2,30.6,20.82,91.49,6.55,82.86,pomegranate
24.7,79.4,23.5,15.17,24.29,6.28,99.02,kidneybeans
38.9,58.2,91.5,23.26,21.8,6.07,72.13,chickpea
69.7,61.4,53.1,32.19,93.4,6.81,41.82,papaya
38.1,75.4,79.3,21.05,23.25,7.47,81.69,chickpea
100.1,21.2,46.4,26.02,65.98,6.16,47.03,watermelon
97.2,10.7,53.5,31.38,93.21,6.13,39.97,muskmelon
73.4,59.1,15.0,21.0,62.96,6.55,105.99,maize
117.4,18.0,33.1,24.37,60.44,6.43,159.6,coffee
21.9,41.4,22.5,28.59,79.81,6.89,64.89,mungbean
20.3,65.4,84.6,17.15,16.86,7.52,65.48,chickpea
34.0,65.0,58.7,32.08,93.22,6.22,68.99,papaya
110.4,22.3,25.6,24.56,66.84,6.72,191.5,coffee
85.8,47.1,37.1,26.91,84.09,5.86,160.18,rice
102.5,20.9,51.8,28.29,88.88,6.38,34.6,muskmelon
80.1,47.3,39.9,21.37,85.84,5.92,152.43,rice
81.0,50.0,40.7,26.27,76.15,6.13,188.04,jute
100.4,42.8,16.7,26.71,73.81,5.89,79.53,cotton
33.6,73.4,20.2,18.96,42.99,6.88,158.44,pigeonpeas
43.4,70.9,17.0,27.12,60.62,6.48,76.79,blackgram
93.1,11.2,51.4,28.3,94.08,6.36,29.31,muskmelon
26.4,21.2,28.7,30.1,92.48,6.1,151.04,coconut
75.0,58.5,44.6,24.19,77.34,5.73,155.81,rice
15.1,15.0,10.6,27.98,93.55,6.57,122.2,orange
26.4,23.1,37.6,27.33,48.67,5.86,77.89,mango
18.9,28.2,38.4,28.96,51.14,5.63,75.66,mango
98.3,21.4,47.3,26.55,86.61,6.37,37.71,muskmelon
94.5,58.5,32.9,26.49,82.38,5.89,195.91,rice
27.6,133.1,193.1,22.1,90.55,6.47,106.6,apple
25.9,58.2,19.3,25.83,82.69,6.52,49.37,mungbean
60.0,59.1,51.7,26.71,90.02,6.34,123.27,papaya
104.5,87.6,45.7,26.16,77.15,6.46,101.35,banana
33.5,69.2,23.7,30.83,70.77,6.56,62.77,blackgram
102.1,17.1,53.7,25.22,91.44,6.76,36.39,muskmelon
18.5,121.2,200.6,23.4,89.34,6.71,117.71,apple
17.9,15.3,27.5,25.74,94.07,7.0,146.41,coconut
38.5,65.3,56.6,24.74,89.64,6.77,77.11,papaya
25.7,55.7,19.8,27.27,34.15,5.93,139.78,pigeonpeas
85.1,49.6,44.9,27.43,78.22,6.37,164.84,jute
17.9,120.3,193.6,22.72,87.31,6.16,126.63,apple
19.5,133.3,196.1,21.1,86.31,6.56,129.88,apple
68.1,39.9,16.6,25.33,68.3,6.53,77.94,maize
28.6,55.5,23.9,26.39,79.26,6.43,49.43,mungbean
27.6,121.7,204.1,23.95,85.89,5.88,111.17,apple
23.9,57.7,15.2,26.19,64.04,6.73,69.98,lentil
15.1,140.2,192.6,21.06,81.68,6.59,66.31,grapes
63.4,51.0,31.5,25.75,85.59,5.62,158.48,rice
101.0,19.9,48.2,27.85,64.26,6.4,43.97,watermelon
22.3,77.4,24.1,18.79,74.05,6.74,63.74,lentil
24.3,123.2,194.0,23.34,88.27,6.13,128.23,apple
29.2,121.0,197.5,20.84,84.6,6.05,71.47,grapes
25.9,74.5,80.5,23.58,18.66,7.34,63.82,chickpea
97.0,40.4,20.7,26.24,55.68,6.78,74.87,maize
99.6,88.6,54.7,27.63,83.61,6.24,99.43,banana
15.1,61.2,22.4,17.21,18.71,5.86,73.52,kidneybeans
16.4,19.6,22.3,22.06,94.92,6.27,114.11,orange
16.8,19.1,28.1,31.55,54.08,5.66,88.81,mango
105.5,24.1,35.9,18.25,61.41,6.88,150.87,coffee
36.3,58.4,48.5,31.92,90.28,6.41,69.57,papaya
21.7,134.3,197.9,15.38,83.08,6.83,63.15,grapes
16.9,125.4,191.0,20.74,83.11,6.51,76.34,grapes
21.6,15.1,29.4,26.48,87.66,5.64,164.69,coconut
121.1,48.4,22.8,24.52,77.23,6.95,86.89,cotton
74.3,38.4,40.9,20.99,87.03,5.61,248.69,rice
28.5,61.7,18.7,30.53,53.33,6.68,145.43,pigeonpeas
38.9,70.9,16.9,32.49,68.19,6.31,68.76,blackgram
42.4,70.9,87.3,17.53,19.7,6.3,89.5,chickpea
22.7,68.2,20.6,19.54,62.97,5.98,57.8,lentil
21.9,65.0,18.0,15.46,19.6,5.75,84.2,kidneybeans
17.0,140.4,199.1,23.8,88.4,5.64,115.2,apple
18.1,16.9,44.2,22.72,85.65,6.2,53.02,pomegranate
24.0,21.5,39.9,23.77,91.48,6.95,88.55,pomegranate
78.7,52.6,38.1,24.58,71.21,6.69,178.39,jute
103.6,24.9,47.3,29.37,89.6,6.04,25.22,muskmelon
27.9,59.0,15.8,18.27,35.8,6.84,124.15,pigeonpeas
98.0,48.5,41.7,23.5,77.61,6.77,185.35,jute
67.5,48.6,37.8,24.62,77.03,6.06,199.3,jute
18.5,26.0,25.6,27.95,45.07,5.73,62.76,mango
23.9,18.2,39.9,24.32,85.99,5.85,88.17,pomegranate
22.0,56.2,15.6,27.35,41.68,6.45,60.42,mothbeans
30.9,66.1,23.2,33.85,61.3,6.81,87.4,blackgram
95.6,40.1,37.5,20.66,83.67,5.55,196.56,rice
19.8,68.6,20.5,21.21,66.71,6.95,51.32,lentil
42.1,73.9,17.8,28.18,73.87,6.08,74.57,blackgram
26.0,51.5,24.3,32.21,54.17,5.81,62.46,mothbeans
18.6,132.7,195.7,19.48,84.9,6.35,69.04,grapes
107.5,11.1,47.5,29.56,61.14,6.88,45.96,watermelon
27.4,40.1,19.7,30.61,77.7,6.16,62.09,mungbean
130.1,46.2,21.1,27.51,77.69,6.21,85.8,cotton
33.1,68.3,55.6,26.96,88.91,6.74,106.16,papaya
96.9,13.6,49.0,24.15,66.59,6.17,40.88,watermelon
26.6,22.1,34.3,31.56,53.94,6.25,93.67,mango
111.4,93.4,54.1,30.68,77.45,5.67,108.14,banana
15.0,67.8,15.5,16.93,22.95,5.56,101.97,kidneybeans
25.5,44.1,23.8,30.08,76.69,6.61,62.16,mungbean
94.8,11.5,47.6,26.24,85.29,6.91,25.12,muskmelon
28.8,15.9,27.7,27.0,89.55,5.94,153.36,coconut
21.1,75.7,22.6,19.01,24.69,5.7,65.46,kidneybeans
14.9,11.7,43.1,22.45,86.65,6.14,56.54,pomegranate
37.3,66.2,22.3,31.93,74.81,6.34,79.87,blackgram
52.0,71.2,24.0,31.24,61.97,6.46,66.05,blackgram
103.8,23.3,47.1,31.35,67.23,6.98,57.61,watermelon
91.4,86.7,53.6,25.98,83.12,6.61,144.86,banana
22.4,14.6,36.0,20.22,89.67,5.93,107.12,pomegranate
97.2,21.1,38.0,27.39,69.85,6.96,150.3,coffee
42.9,53.5,54.9,28.6,93.12,6.16,126.89,papaya
77.8,43.7,39.5,26.74,88.04,6.05,176.21,jute
15.8,14.9,31.9,26.43,88.01,5.8,207.43,coconut
23.0,13.6,11.2,28.27,88.36,7.01,100.96,orange
18.2,20.8,37.2,27.88,92.46,6.11,197.84,coconut
107.5,22.0,54.4,24.79,58.98,6.5,56.93,watermelon
29.2,137.3,204.1,22.22,91.0,6.77,119.26,apple
63.6,46.3,50.9,27.44,87.85,6.91,122.6,papaya
93.7,17.3,53.3,31.65,91.34,6.35,34.05,muskmelon
109.7,10.3,52.0,26.77,85.4,6.4,39.03,muskmelon
118.3,45.3,20.6,23.95,70.78,6.91,67.47,cotton
17.5,140.1,201.9,16.27,81.99,6.17,65.09,grapes
79.7,55.6,39.1,27.92,85.41,6.97,175.72,jute
88.2,40.1,43.9,27.64,89.52,6.94,163.59,jute
18.4,134.6,195.6,19.49,82.69,6.2,63.12,grapes
17.3,61.1,23.4,19.88,61.09,6.55,52.08,lentil
82.4,56.3,38.1,20.94,75.43,6.63,212.03,rice
25.0,18.8,26.9,27.59,48.05,5.74,66.96,mango
29.8,62.3,17.9,21.19,68.47,5.88,67.46,lentil
16.4,131.8,192.9,20.83,91.61,6.68,112.11,apple
22.6,38.5,24.8,26.75,76.1,6.99,54.88,mungbean
29.0,12.1,32.3,26.81,92.55,6.58,144.09,coconut
90.2,33.1,48.1,23.54,87.4,5.98,239.55,rice
93.4,64.5,20.3,19.55,60.45,5.83,105.71,maize
18.0,18.2,35.3,29.2,49.39,6.67,91.36,mango
23.5,23.9,30.1,18.53,87.5,6.5,101.62,pomegranate
128.9,59.1,24.3,28.1,77.81,5.81,81.81,cotton
29.0,78.5,16.7,25.87,71.06,5.88,42.02,lentil
104.7,12.3,54.1,31.25,91.54,6.67,25.08,muskmelon
14.8,18.3,21.0,22.42,85.11,6.69,103.96,orange
17.6,127.9,196.4,18.09,81.4,6.97,63.07,grapes
29.5,46.0,17.8,31.98,48.16,5.1,45.81,mothbeans
106.1,27.9,25.9,23.27,60.79,6.86,154.88,coffee
28.3,70.1,23.3,21.89,20.02,6.46,79.47,kidneybeans
16.9,55.4,22.7,20.65,18.84,5.77,60.88,kidneybeans
97.9,76.0,49.8,30.32,78.78,6.47,95.81,banana
97.7,22.5,54.7,27.51,60.9,6.85,48.54,watermelon
27.5,60.4,16.2,25.66,62.35,6.96,65.28,lentil
17.0,79.4,24.6,19.47,64.49,5.65,48.15,lentil
112.4,23.4,26.2,19.86,54.39,6.26,178.27,coffee
33.8,75.1,20.2,19.96,53.49,6.43,174.23,pigeonpeas
42.4,56.2,57.1,24.94,87.93,6.68,74.7,papaya
67.5,52.9,54.8,23.96,87.42,6.77,98.16,papaya
22.1,14.0,10.1,26.95,86.0,7.13,108.28,orange
18.5,57.4,17.6,26.54,77.07,7.29,52.5,mungbean
79.5,58.1,21.8,22.01,60.47,7.2,81.31,maize
104.1,12.9,50.5,26.77,94.56,6.03,28.0,muskmelon
25.6,21.8,26.5,34.08,45.31,6.81,65.55,mango
87.9,51.1,37.2,22.06,87.14,6.72,236.71,rice
44.3,63.5,21.5,25.68,73.46,6.18,69.84,blackgram
88.5,56.9,40.2,23.72,76.61,6.17,203.26,rice
73.4,57.3,16.6,25.36,71.64,6.51,60.32,maize
18.7,131.3,190.3,21.41,82.07,6.27,64.14,grapes
26.8,67.7,18.0,19.36,64.27,6.06,62.69,lentil
88.3,44.8,43.4,26.39,83.96,6.54,194.26,jute
118.6,51.4,16.0,24.03,83.78,6.5,60.54,cotton
112.7,24.8,27.7,18.51,63.66,6.25,174.98,coffee
94.4,71.8,53.1,29.51,82.53,6.43,130.16,banana
24.9,29.3,35.9,27.52,53.84,6.79,77.73,mango
92.9,14.3,48.1,28.18,64.96,6.38,54.39,watermelon
12.2,11.3,18.5,23.14,86.39,6.45,108.45,orange
99.0,19.4,46.5,25.51,67.89,6.26,47.6,watermelon
19.7,48.5,23.4,33.89,62.24,5.24,44.88,mothbeans
37.1,71.5,17.1,30.08,61.01,5.79,173.74,pigeonpeas
109.4,46.1,16.6,26.77,73.76,6.0,78.85,cotton
137.1,58.3,20.1,24.45,76.89,5.78,85.45,cotton
20.5,129.1,204.4,21.78,92.55,6.48,107.97,apple
16.8,69.0,18.4,20.1,22.57,6.35,94.62,kidneybeans
133.8,50.1,19.5,25.26,77.46,5.56,95.71,cotton
28.0,26.2,37.9,31.95,46.31,6.54,68.24,mango
89.0,56.9,47.7,25.46,84.63,5.63,166.16,rice
29.4,132.6,203.8,22.83,92.22,5.61,106.6,apple
27.7,131.3,196.4,16.57,82.13,6.54,60.45,grapes
27.9,130.1,200.5,22.23,93.53,5.91,115.71,apple
36.9,71.0,18.4,34.98,63.95,6.42,87.92,blackgram
20.9,13.0,35.6,21.51,92.25,5.67,65.48,pomegranate
47.7,57.3,55.2,24.22,88.28,6.08,48.07,papaya
97.3,38.1,24.4,24.19,56.36,6.22,95.41,maize
19.2,24.1,38.3,25.59,90.17,5.84,171.08,coconut
21.4,22.7,27.6,33.63,53.53,5.89,79.66,mango
17.6,128.5,196.1,21.39,92.64,5.63,110.54,apple
18.9,133.9,196.2,24.48,80.63,6.97,64.61,grapes
20.2,22.2,11.6,24.51,93.95,7.07,119.19,orange
16.9,19.4,38.4,23.2,87.8,6.35,41.61,pomegranate
29.9,78.2,24.3,22.79,48.47,5.82,199.56,pigeonpeas
22.1,13.7,30.9,18.92,93.59,6.45,53.99,pomegranate
91.6,93.4,50.3,28.69,79.82,5.62,136.09,banana
116.9,94.3,53.6,25.66,84.47,6.05,90.56,banana
23.7,49.1,20.0,24.69,42.25,5.7,48.52,mothbeans
39.7,79.2,22.0,25.83,72.94,6.72,62.06,blackgram
19.0,40.0,22.8,31.36,80.55,7.13,62.42,mungbean
44.8,78.2,85.8,23.74,19.73,7.25,63.56,chickpea
52.8,70.3,20.5,27.5,65.15,7.28,76.78,blackgram
111.6,27.5,30.9,23.64,54.55,6.62,150.61,coffee
102.2,38.0,24.3,26.41,81.95,6.0,83.71,cotton
23.8,29.6,33.0,36.05,45.83,5.79,77.63,mango
54.6,57.8,51.5,30.12,87.33,6.94,104.77,papaya
16.8,22.0,21.6,31.2,90.33,6.15,117.66,orange
116.8,55.8,15.2,22.9,84.86,5.92,99.02,cotton
16.9,19.1,32.8,23.63,94.67,5.9,72.11,pomegranate
27.1,144.9,193.8,19.37,82.6,6.29,60.31,grapes
120.0,85.2,49.0,26.35,77.57,6.12,112.04,banana
84.8,51.0,23.9,25.1,58.03,6.24,72.42,maize
17.0,13.8,33.1,30.59,85.36,6.98,175.49,coconut
20.6,48.7,15.5,28.26,60.81,6.11,45.61,mothbeans
17.9,27.2,37.0,31.86,47.98,6.46,71.53,mango
19.4,26.0,38.1,28.93,45.98,6.85,74.0,mango
17.4,130.9,196.0,22.3,90.83,6.47,115.3,apple
95.3,20.7,48.9,29.74,89.76,6.99,35.93,muskmelon
23.7,77.8,20.5,19.57,65.68,6.76,59.33,lentil
20.5,16.2,32.1,22.66,90.25,6.46,60.35,pomegranate
91.5,76.7,51.5,28.2,84.44,6.02,131.63,banana
16.4,136.7,194.3,22.56,91.08,5.7,106.2,apple
12.2,12.7,22.9,25.93,85.04,6.41,117.93,orange
36.2,69.0,45.6,34.73,85.05,6.87,73.81,papaya
17.0,58.6,22.0,23.79,71.74,6.91,60.76,lentil
128.0,46.4,20.3,23.17,72.1,6.38,99.4,cotton
90.3,18.3,37.4,24.71,67.89,6.06,179.85,coffee
15.9,18.4,26.3,31.33,94.07,6.55,222.62,coconut
17.2,59.0,22.9,23.55,60.67,6.43,49.27,lentil
24.8,136.0,193.1,20.12,89.34,6.24,126.3,apple
100.1,19.7,54.7,25.39,90.74,6.86,32.22,muskmelon
47.1,78.3,20.8,26.26,68.73,7.15,72.19,blackgram
51.4,71.7,19.4,34.53,70.79,7.4,75.83,blackgram
35.4,72.1,16.1,22.05,40.84,5.87,151.5,pigeonpeas
42.2,71.1,80.7,23.53,23.48,7.69,96.76,chickpea
78.7,42.4,35.5,20.39,87.97,6.72,249.97,rice
129.0,39.6,24.1,28.62,72.45,6.81,70.89,cotton
29.7,70.3,21.4,21.39,54.99,5.64,119.93,pigeonpeas
29.4,68.2,17.4,18.5,22.76,5.58,73.74,kidneybeans
68.5,35.9,21.5,21.32,72.29,6.46,108.41,maize
94.8,94.5,46.6,27.92,78.64,6.33,97.74,banana
88.3,54.0,40.2,27.62,86.5,6.84,183.65,jute
15.3,12.5,10.5,25.86,94.04,6.36,106.2,orange
37.7,61.3,45.8,26.76,86.49,6.58,112.79,papaya
18.3,15.0,39.4,28.64,89.01,6.28,207.9,coconut
20.8,41.0,15.9,27.15,42.42,4.85,64.68,mothbeans
95.5,40.5,32.3,21.0,86.42,6.43,160.11,rice
21.3,132.9,195.5,22.41,83.92,6.76,74.45,grapes
16.9,59.5,19.9,18.74,62.94,6.92,69.29,lentil
55.3,46.3,54.1,24.83,93.31,6.36,70.97,papaya
43.9,55.5,78.9,17.06,21.12,7.8,69.74,chickpea
31.0,58.7,81.6,20.47,14.97,6.44,83.93,chickpea
23.6,142.2,199.8,21.9,93.55,6.11,126.06,apple
95.3,20.3,52.9,26.45,55.54,6.93,46.9,watermelon
94.0,39.5,33.4,23.9,89.04,6.54,207.01,rice
61.2,63.1,45.9,29.98,86.3,6.97,129.25,papaya
17.1,58.8,18.3,29.64,86.28,7.22,63.64,mungbean
64.3,54.8,36.7,23.18,73.71,6.77,170.26,jute
66.7,56.7,49.1,24.7,85.04,6.53,51.79,papaya
24.5,23.7,32.5,18.85,85.85,6.86,49.52,pomegranate
25.5,126.4,198.5,22.13,86.38,6.27,109.44,apple
95.0,43.7,40.6,25.17,79.18,6.97,164.81,jute
35.2,58.3,17.0,32.69,66.38,6.85,60.63,blackgram
87.2,37.2,15.3,20.32,64.25,7.02,96.36,maize
17.7,21.6,38.4,21.87,86.15,5.69,74.72,pomegranate
38.8,63.2,18.5,25.08,62.94,6.81,110.26,pigeonpeas
98.7,14.2,53.7,29.23,91.14,6.53,26.38,muskmelon
15.0,57.9,23.4,30.2,77.52,6.18,41.69,mungbean
37.1,62.0,19.0,34.99,60.82,6.87,62.48,blackgram
94.9,48.1,35.2,26.58,72.2,6.79,158.41,jute
15.5,12.8,36.2,27.28,91.68,6.58,188.12,coconut
51.1,61.6,19.2,25.4,66.74,6.87,77.13,blackgram
139.9,39.5,16.2,23.15,79.92,6.49,93.92,cotton
95.3,17.7,50.7,31.41,64.68,6.41,58.61,watermelon
16.7,78.5,20.1,23.73,58.38,6.75,133.22,pigeonpeas
112.4,77.8,48.1,30.03,75.72,6.65,105.4,banana
17.1,128.7,195.8,22.05,94.29,6.64,104.04,apple
25.6,122.5,203.6,20.86,87.05,5.74,100.42,apple
20.6,70.7,16.5,25.41,63.53,6.48,52.16,lentil
65.2,50.3,59.6,24.71,86.01,6.11,103.04,papaya
16.9,56.9,24.7,26.24,85.83,6.06,50.14,mungbean
87.9,62.7,22.1,19.37,66.53,6.65,81.21,maize
22.6,63.1,22.1,29.43,36.36,6.06,190.19,pigeonpeas
96.8,24.2,25.4,27.32,60.46,6.04,167.12,coffee
16.8,21.2,17.0,24.28,86.99,6.64,122.66,orange
14.7,20.9,43.1,24.57,93.05,6.78,76.29,pomegranate
22.0,39.7,22.0,28.9,80.38,7.37,40.52,mungbean
90.8,22.0,25.9,19.86,61.21,6.87,194.14,coffee
79.4,48.5,37.4,23.24,86.21,5.56,175.24,rice
25.3,60.3,17.4,20.53,66.17,5.85,40.59,lentil
28.4,23.0,38.4,26.89,85.35,5.89,157.87,coconut
103.7,21.0,33.9,22.91,56.07,6.56,183.47,coffee
33.2,62.4,22.8,29.72,63.41,6.25,69.98,blackgram
23.9,56.3,15.3,23.93,32.96,6.41,188.1,pigeonpeas
17.6,136.7,199.1,21.44,80.44,6.89,67.79,grapes
96.7,14.4,50.4,24.19,56.2,6.42,58.86,watermelon
11.8,16.3,11.1,22.99,89.16,6.46,127.77,orange
63.0,40.8,32.3,26.04,84.35,6.0,156.36,rice
27.1,66.5,20.5,18.03,18.31,5.67,82.28,kidneybeans
30.9,73.2,90.3,18.27,20.71,6.27,90.06,chickpea
109.3,25.8,33.7,19.43,58.91,6.36,174.78,coffee
117.4,79.2,48.7,27.3,83.37,6.35,126.85,banana
22.3,21.9,36.8,35.22,50.54,5.77,78.71,mango
101.8,18.4,51.6,28.48,85.32,6.61,35.74,muskmelon
13.4,15.8,19.1,29.55,94.02,7.37,123.3,orange
93.5,55.4,41.5,24.83,76.08,6.01,191.68,jute
72.2,35.9,44.4,25.93,75.96,6.15,191.48,jute
107.8,13.6,47.8,25.37,92.96,6.42,28.44,muskmelon
26.9,53.5,21.5,26.09,83.21,6.13,49.43,mungbean
117.5,56.4,16.7,24.12,76.68,6.57,75.04,cotton
29.1,138.4,196.9,22.28,91.93,6.27,126.36,apple
116.8,18.4,33.3,24.44,53.37,6.98,174.41,coffee
20.9,48.6,16.6,29.84,77.51,6.47,52.58,mungbean
20.5,74.2,23.1,21.6,74.21,6.11,63.16,lentil
90.2,24.1,51.3,27.25,87.46,6.01,28.53,muskmelon
81.5,52.8,20.8,18.82,72.55,6.17,66.48,maize
22.5,79.5,16.0,20.73,69.57,6.03,67.85,lentil
29.7,17.8,38.9,27.85,94.99,6.37,134.23,coconut
20.3,78.9,89.8,19.83,17.26,6.7,90.99,chickpea
25.0,72.0,18.6,19.16,18.07,6.14,105.66,kidneybeans
101.7,22.5,36.5,26.78,52.08,6.38,188.81,coffee
90.7,80.8,53.8,26.81,75.95,6.49,126.36,banana
17.7,55.6,17.9,33.27,64.25,5.64,43.58,mothbeans
104.5,13.4,45.0,29.72,57.57,6.1,44.75,watermelon
92.0,70.7,47.4,30.29,79.16,6.44,145.1,banana
44.4,63.6,23.1,27.38,63.37,6.76,67.83,blackgram
118.2,16.7,35.6,26.51,69.09,6.21,175.2,coffee
15.4,69.6,17.5,24.3,63.52,6.1,183.98,pigeonpeas
68.7,59.6,43.4,26.95,76.6,6.54,156.86,jute
33.9,66.0,20.1,27.59,64.75,6.13,69.1,blackgram
18.3,129.7,203.0,22.24,82.02,6.21,67.12,grapes
18.8,125.7,190.2,16.3,81.55,6.12,79.72,grapes
69.5,61.6,55.2,23.46,91.06,6.48,51.64,papaya
18.0,15.1,34.4,30.16,54.73,5.79,73.83,mango
21.4,49.9,25.0,31.69,49.95,6.16,44.27,mothbeans
99.4,37.3,43.4,25.33,78.56,6.59,186.78,rice
26.4,64.7,20.1,18.45,22.04,6.37,109.04,kidneybeans
19.7,131.6,195.9,23.64,84.65,6.3,77.28,grapes
104.0,20.8,52.3,24.0,69.31,6.81,58.08,watermelon
22.5,23.4,16.2,22.18,93.62,6.26,118.66,orange
109.5,57.9,15.8,25.42,77.99,6.85,99.91,cotton
27.3,76.4,24.2,18.02,20.23,6.08,78.56,kidneybeans
25.1,56.7,22.8,22.0,45.15,6.53,133.25,pigeonpeas
31.4,72.7,15.1,21.05,53.16,6.23,100.53,pigeonpeas
43.2,56.5,93.7,19.81,15.12,6.97,70.27,chickpea
22.4,24.5,43.3,22.2,90.3,5.54,53.5,pomegranate
25.1,141.2,190.1,19.03,84.54,6.74,70.86,grapes
27.8,20.1,27.6,26.33,94.27,5.55,176.25,coconut
109.1,83.9,52.4,27.01,82.65,6.06,119.05,banana
14.4,18.6,41.2,20.65,88.03,6.19,96.35,pomegranate
81.5,47.6,44.9,23.02,76.91,5.93,186.31,rice
114.1,76.2,54.0,30.46,84.43,6.18,130.63,banana
93.3,79.9,48.4,28.42,83.61,5.6,94.35,banana
94.9,87.2,50.1,26.2,78.2,6.27,94.33,banana
109.1,45.6,20.6,29.11,74.89,5.7,79.57,cotton
108.7,19.1,51.6,27.21,68.63,6.64,55.38,watermelon
18.0,40.9,18.0,29.5,84.01,7.04,49.06,mungbean
25.7,24.9,34.4,29.83,48.78,5.65,88.76,mango
10.9,16.2,38.2,21.05,92.49,6.74,92.84,pomegranate
