Age,Gender,Department,JobRole,MonthlyIncome,Education,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,OverTime,YearsAtCompany,TotalWorkingYears,DistanceFromHome,PerformanceRating,MaritalStatus,Attrition
44,Male,Research & Development,Human Resources,14773.0,4,Travel_Rarely,2,1,2,No,0,4.0,4.0,3,Married,No
23,Male,Sales,Human Resources,1000.0,5,Travel_Rarely,1,3,2,Yes,9,18.0,14.0,3,Married,Yes
32,Male,Research & Development,Manager,,3,Travel_Rarely,4,4,3,No,4,7.0,4.0,3,Married,No
51,Male,Human Resources,Healthcare Representative,7433.0,3,Non-Travel,1,2,2,No,5,5.0,17.0,3,Single,Yes
32,Male,Research & Development,Sales Representative,2630.0,3,Travel_Frequently,3,1,4,Yes,2,8.0,1.0,3,Divorced,Yes
40,Female,Research & Development,Sales Executive,7595.0,3,Travel_Rarely,2,4,4,No,4,11.0,3.0,3,Single,Yes
20,Male,Research & Development,Laboratory Technician,5076.0,2,Travel_Frequently,3,4,3,No,8,14.0,5.0,3,Single,No
36,Male,Sales,Manager,10637.0,2,Travel_Frequently,2,2,3,No,0,6.0,1.0,4,Single,No
21,Male,Sales,Sales Representative,9102.0,3,Travel_Rarely,2,3,3,No,0,3.0,5.0,3,Divorced,No
18,Female,Research & Development,Research Scientist,8357.0,2,Travel_Frequently,3,4,1,No,8,11.0,12.0,3,Single,Yes
44,Female,Research & Development,Human Resources,5586.0,3,Travel_Rarely,3,4,2,Yes,12,18.0,6.0,3,Single,No
35,Female,Sales,Sales Representative,8276.0,1,Travel_Frequently,1,2,4,No,2,9.0,13.0,3,Married,Yes
34,Female,Research & Development,Research Scientist,3500.0,4,Travel_Rarely,2,1,3,No,7,11.0,7.0,4,Divorced,No
28,Male,Research & Development,Human Resources,10873.0,5,Non-Travel,2,1,1,Yes,1,1.0,4.0,3,Single,Yes
20,Male,Sales,Human Resources,10821.0,4,Travel_Rarely,3,1,2,Yes,6,12.0,4.0,3,Single,No
33,Male,Sales,Laboratory Technician,2582.0,2,Travel_Rarely,2,1,4,No,0,0.0,7.0,4,Single,No
25,Male,Research & Development,Research Scientist,4848.0,3,Travel_Rarely,4,4,2,No,7,10.0,6.0,3,Married,Yes
30,Female,Sales,Sales Representative,3852.0,3,Travel_Rarely,4,1,2,No,8,10.0,7.0,3,Divorced,Yes
50,Male,Sales,Sales Executive,4789.0,4,Travel_Rarely,3,2,2,No,5,10.0,13.0,4,Married,No
31,Male,Sales,Sales Executive,12232.0,5,Travel_Rarely,3,4,3,No,0,4.0,15.0,3,Single,No
45,Male,Sales,Sales Executive,10249.0,4,Travel_Rarely,2,4,1,No,0,2.0,1.0,3,Divorced,Yes
23,Female,Research & Development,Research Director,4704.0,2,Travel_Rarely,4,1,1,No,4,7.0,8.0,3,Married,No
28,Male,Sales,Manager,1419.0,1,Travel_Rarely,2,2,2,No,9,18.0,16.0,3,Married,No
34,Male,Research & Development,Human Resources,8936.0,4,Travel_Frequently,3,2,1,No,4,9.0,2.0,3,Married,No
60,Female,Sales,Manufacturing Director,4007.0,4,Travel_Rarely,1,2,2,No,2,6.0,5.0,3,Single,Yes
33,Male,Sales,Manufacturing Director,5326.0,2,Travel_Rarely,2,3,1,No,2,10.0,5.0,3,Single,Yes
39,Female,Research & Development,Healthcare Representative,9079.0,3,Travel_Rarely,3,3,3,No,6,10.0,1.0,3,Divorced,No
40,Female,Human Resources,Healthcare Representative,7851.0,2,Non-Travel,4,2,2,No,2,9.0,15.0,3,Married,No
42,Male,Sales,Healthcare Representative,10343.0,4,Travel_Rarely,3,2,2,No,1,1.0,2.0,3,Married,Yes
33,Female,Sales,Laboratory Technician,7404.0,2,Non-Travel,1,4,3,No,17,21.0,1.0,3,Divorced,No
18,Female,Sales,Sales Executive,11861.0,1,Travel_Rarely,3,1,4,No,2,3.0,4.0,4,Married,Yes
33,Female,Research & Development,Manager,12236.0,2,Travel_Rarely,3,4,4,Yes,5,6.0,1.0,4,Single,No
40,Male,Research & Development,Manufacturing Director,5834.0,1,Travel_Rarely,3,2,3,Yes,0,9.0,16.0,3,Divorced,No
39,Female,Research & Development,Sales Executive,3878.0,4,Travel_Rarely,2,2,4,No,5,9.0,29.0,3,Single,No
21,Male,Sales,Sales Executive,14860.0,2,Travel_Frequently,3,1,3,Yes,1,3.0,11.0,3,Single,No
56,Female,Research & Development,Manufacturing Director,4998.0,3,Travel_Rarely,2,2,4,No,3,3.0,2.0,3,Married,Yes
33,Male,Human Resources,Research Scientist,5381.0,3,Travel_Rarely,4,2,3,No,3,8.0,1.0,4,Married,No
39,Male,Research & Development,Manager,13891.0,1,Travel_Rarely,2,3,1,Yes,0,4.0,7.0,3,Single,Yes
26,Male,Sales,Sales Executive,8267.0,4,Travel_Rarely,1,2,4,Yes,0,1.0,2.0,3,Married,Yes
21,Female,Research & Development,Manufacturing Director,9632.0,5,Non-Travel,4,4,3,No,9,12.0,3.0,3,Married,No
42,Female,Research & Development,Laboratory Technician,5593.0,3,Travel_Rarely,2,2,4,No,1,1.0,1.0,3,Married,No
39,Male,Research & Development,Research Scientist,3751.0,3,Travel_Rarely,4,1,4,Yes,1,1.0,4.0,4,Single,No
31,Female,Sales,Research Scientist,2189.0,4,Travel_Rarely,2,1,3,No,1,4.0,7.0,4,Married,Yes
44,Female,Sales,Research Director,5853.0,3,Travel_Rarely,4,3,4,No,3,7.0,4.0,3,Married,No
38,Male,Human Resources,Human Resources,16173.0,2,Travel_Frequently,1,1,4,No,12,16.0,1.0,3,Married,Yes
31,Female,Human Resources,Sales Executive,1000.0,2,Travel_Rarely,2,2,3,No,9,18.0,4.0,3,Married,Yes
32,Male,Research & Development,Sales Executive,5613.0,3,Travel_Frequently,3,4,4,No,1,9.0,2.0,3,Divorced,No
34,Female,Research & Development,Manager,12853.0,1,Travel_Frequently,4,2,4,No,0,7.0,1.0,3,Single,No
47,Male,Sales,Sales Executive,9207.0,3,Travel_Rarely,2,4,3,Yes,23,23.0,4.0,3,Single,Yes
48,Female,Research & Development,Sales Executive,2489.0,3,Travel_Rarely,4,1,3,No,5,6.0,30.0,3,Married,Yes
43,Male,Sales,Laboratory Technician,9552.0,4,Travel_Rarely,1,1,4,No,1,10.0,9.0,3,Married,Yes
27,Female,Human Resources,Research Scientist,5196.0,3,Travel_Rarely,2,4,2,No,2,6.0,4.0,3,Married,No
35,Male,Sales,Research Scientist,5396.0,3,Non-Travel,1,4,3,No,15,21.0,9.0,3,Married,No
42,Female,Sales,Laboratory Technician,7274.0,2,Non-Travel,4,1,2,No,9,14.0,6.0,4,Married,No
50,Female,Research & Development,Human Resources,6160.0,2,Travel_Rarely,1,4,4,Yes,8,16.0,4.0,3,Divorced,No
39,Female,Sales,Laboratory Technician,10325.0,1,Travel_Rarely,1,4,3,No,3,3.0,1.0,3,Divorced,No
42,Male,Research & Development,Human Resources,6698.0,4,Travel_Rarely,3,4,1,Yes,1,1.0,6.0,3,Single,Yes
40,Male,Sales,Sales Executive,12208.0,3,Travel_Frequently,1,1,1,No,1,6.0,14.0,3,Married,Yes
22,Female,Sales,Research Director,8096.0,5,Travel_Rarely,1,2,4,No,12,12.0,7.0,3,Married,No
18,Female,Sales,Research Scientist,3273.0,2,Travel_Rarely,2,2,3,No,13,20.0,8.0,3,Married,No
25,Female,Research & Development,Human Resources,1864.0,2,Travel_Rarely,3,2,1,No,2,10.0,4.0,3,Married,Yes
48,Female,Sales,Laboratory Technician,4567.0,1,Travel_Rarely,1,2,3,No,6,7.0,1.0,3,Divorced,No
51,Female,Research & Development,Sales Representative,7486.0,2,Travel_Rarely,2,2,4,No,5,10.0,1.0,4,Single,No
37,Male,Sales,Healthcare Representative,14084.0,1,Travel_Frequently,3,3,1,Yes,12,18.0,1.0,3,Single,Yes
32,Female,Sales,Manufacturing Director,7125.0,3,Travel_Rarely,3,1,3,Yes,11,15.0,7.0,3,Single,Yes
33,Male,Research & Development,Manufacturing Director,4271.0,3,Travel_Rarely,4,3,2,No,5,13.0,12.0,3,Married,No
52,Male,Sales,Manufacturing Director,2941.0,4,Travel_Rarely,1,3,2,Yes,17,17.0,5.0,3,Married,Yes
27,Female,Sales,Healthcare Representative,10795.0,5,Non-Travel,1,4,2,No,14,21.0,5.0,3,Single,No
20,Female,Sales,Sales Representative,6347.0,4,Travel_Rarely,3,4,3,No,2,11.0,3.0,3,Married,Yes
34,Female,Sales,Sales Executive,3906.0,2,Travel_Rarely,1,4,4,No,4,11.0,1.0,3,Single,No
38,Female,Sales,Manufacturing Director,9755.0,3,Travel_Rarely,2,2,3,No,1,5.0,10.0,3,Married,Yes
21,Female,Sales,Research Director,3651.0,1,Non-Travel,4,3,2,Yes,6,15.0,2.0,3,Married,No
48,Female,Sales,Sales Executive,1000.0,2,Travel_Rarely,3,1,2,Yes,4,8.0,15.0,3,Married,Yes
31,Male,Sales,Manager,9791.0,3,Travel_Rarely,2,3,4,No,1,10.0,5.0,3,Married,No
39,Female,Sales,Laboratory Technician,5479.0,3,Travel_Rarely,4,1,2,Yes,7,8.0,5.0,3,Married,No
29,Male,Research & Development,Manager,9969.0,1,Travel_Rarely,1,1,4,Yes,0,2.0,10.0,3,Single,Yes
32,Male,Research & Development,Research Scientist,1202.0,5,Travel_Frequently,3,2,3,No,12,19.0,1.0,3,Married,Yes
18,Female,Research & Development,Manager,8312.0,4,Travel_Rarely,4,1,1,No,10,17.0,5.0,3,Married,Yes
18,Female,Research & Development,Manufacturing Director,12376.0,5,Travel_Rarely,2,3,3,No,4,9.0,3.0,3,Married,No
51,Male,Research & Development,Sales Representative,7612.0,4,Non-Travel,2,3,3,No,3,3.0,1.0,3,Married,No
29,Male,Research & Development,Laboratory Technician,10252.0,2,Travel_Rarely,1,1,2,Yes,8,14.0,7.0,4,Single,Yes
35,Male,Sales,Sales Executive,7225.0,2,Travel_Frequently,4,1,2,No,0,6.0,1.0,3,Divorced,No
29,Female,Sales,Sales Representative,4718.0,5,Non-Travel,1,3,4,No,5,7.0,9.0,4,Married,No
38,Female,Sales,Research Director,7185.0,4,Non-Travel,4,2,1,No,5,5.0,5.0,3,Single,No
31,Male,Research & Development,Research Director,15531.0,5,Travel_Frequently,3,4,4,No,2,6.0,7.0,3,Married,Yes
44,Female,Research & Development,Healthcare Representative,12535.0,3,Travel_Rarely,4,4,2,No,7,15.0,1.0,3,Single,No
39,Male,Research & Development,Research Scientist,14967.0,3,Travel_Frequently,3,3,4,Yes,10,16.0,15.0,3,Divorced,No
34,Female,Research & Development,Manager,9591.0,2,Travel_Rarely,1,2,2,No,2,4.0,6.0,4,Married,No
41,Female,Sales,Manufacturing Director,7419.0,3,Non-Travel,3,3,4,No,3,9.0,6.0,3,Married,Yes
52,Female,Research & Development,Manager,10321.0,1,Travel_Frequently,3,4,1,No,5,12.0,1.0,3,Married,No
31,Female,Sales,Sales Executive,1000.0,4,Travel_Rarely,1,3,4,No,0,4.0,1.0,3,Single,Yes
32,Male,Human Resources,Human Resources,5228.0,1,Travel_Rarely,2,3,2,Yes,0,7.0,15.0,3,Married,No
33,Male,Human Resources,Manager,3635.0,1,Travel_Rarely,4,1,2,Yes,0,3.0,3.0,3,Divorced,No
25,Female,Sales,Healthcare Representative,10949.0,5,Travel_Rarely,4,4,1,No,10,16.0,9.0,3,Single,Yes
32,Male,Research & Development,Healthcare Representative,4418.0,3,Travel_Rarely,1,1,3,Yes,6,10.0,4.0,3,Married,No
28,Female,Sales,Sales Executive,7454.0,5,Travel_Rarely,2,1,3,No,1,6.0,1.0,3,Single,Yes
31,Female,Sales,Manufacturing Director,9743.0,4,Travel_Frequently,1,2,3,No,4,11.0,8.0,3,Divorced,No
25,Male,Human Resources,Research Scientist,10454.0,5,Travel_Rarely,3,2,4,No,1,3.0,1.0,3,Married,Yes
39,Male,Human Resources,Human Resources,7824.0,2,Travel_Frequently,1,3,1,Yes,1,6.0,11.0,3,Married,Yes
34,Female,Research & Development,Human Resources,8750.0,3,Travel_Frequently,3,2,3,Yes,4,,3.0,3,Divorced,Yes
47,Female,Sales,Sales Executive,1000.0,5,Travel_Frequently,1,3,4,Yes,3,3.0,3.0,4,Married,Yes
60,Female,Research & Development,Sales Executive,4161.0,1,Travel_Rarely,3,2,2,Yes,12,15.0,9.0,3,Married,Yes
49,Male,Sales,Research Scientist,7302.0,3,Travel_Rarely,2,3,3,No,6,14.0,1.0,3,Married,No
30,Female,Sales,Human Resources,6246.0,3,Travel_Frequently,2,1,3,No,21,29.0,3.0,3,Married,Yes
41,Male,Sales,Sales Executive,3824.0,1,Travel_Rarely,3,2,3,No,4,10.0,18.0,3,Single,Yes
46,Female,Research & Development,Manufacturing Director,9629.0,2,Travel_Rarely,2,2,1,No,1,4.0,6.0,3,Single,No
27,Female,Sales,Research Scientist,7732.0,5,Travel_Rarely,1,4,2,No,13,15.0,1.0,3,Married,No
19,Female,Research & Development,Sales Representative,4780.0,2,Travel_Rarely,2,2,4,No,0,1.0,1.0,3,Married,Yes
48,Male,Sales,Laboratory Technician,10297.0,1,Travel_Rarely,4,2,2,No,5,13.0,1.0,3,Divorced,Yes
43,Female,Research & Development,Healthcare Representative,7182.0,2,Travel_Rarely,2,4,4,Yes,4,4.0,2.0,3,Single,No
29,Male,Research & Development,Human Resources,11698.0,2,Travel_Rarely,1,4,3,Yes,6,7.0,4.0,3,Single,Yes
44,Male,Research & Development,Research Director,2369.0,3,Travel_Rarely,4,1,2,No,4,13.0,8.0,3,Married,Yes
39,Male,Research & Development,Laboratory Technician,6155.0,3,Travel_Frequently,1,1,2,No,7,15.0,3.0,3,Married,No
35,Female,Research & Development,Laboratory Technician,2785.0,3,Travel_Rarely,2,1,3,No,5,13.0,9.0,3,Married,No
35,Male,Sales,Research Scientist,1000.0,1,Travel_Frequently,4,1,4,No,8,14.0,15.0,3,Single,No
56,Male,Sales,Manager,11656.0,1,Travel_Rarely,2,2,2,No,2,5.0,16.0,3,Married,No
25,Female,Research & Development,Laboratory Technician,1000.0,3,Travel_Frequently,4,3,1,Yes,22,25.0,9.0,3,Married,No
43,Male,Research & Development,Healthcare Representative,11344.0,3,Travel_Rarely,1,2,1,Yes,16,25.0,5.0,3,Single,Yes
45,Female,Research & Development,Research Scientist,2509.0,2,Travel_Rarely,2,2,4,No,1,5.0,4.0,3,Married,No
36,Male,Sales,Healthcare Representative,7227.0,2,Travel_Frequently,1,2,2,No,8,14.0,7.0,4,Single,Yes
32,Female,Sales,Research Director,2062.0,3,Travel_Rarely,4,4,1,No,3,11.0,3.0,3,Single,No
31,Male,Research & Development,Laboratory Technician,3349.0,4,Travel_Frequently,3,3,2,Yes,3,11.0,15.0,3,Single,Yes
29,Female,Research & Development,Research Director,12318.0,3,Travel_Rarely,2,4,3,No,0,1.0,6.0,3,Divorced,Yes
47,Female,Human Resources,Manufacturing Director,1000.0,5,Travel_Rarely,4,4,3,No,29,38.0,8.0,3,Single,No
35,Female,Human Resources,Manufacturing Director,4881.0,2,Travel_Frequently,1,3,2,Yes,2,6.0,14.0,3,Married,No
39,Male,Sales,Sales Executive,8584.0,4,Travel_Rarely,1,3,3,Yes,4,6.0,1.0,3,Single,Yes
47,Male,Research & Development,Sales Executive,14964.0,2,Travel_Rarely,4,2,3,No,6,12.0,21.0,3,Married,No
46,Female,Sales,Manufacturing Director,9055.0,2,Non-Travel,2,1,1,Yes,0,5.0,2.0,3,Divorced,No
18,Male,Research & Development,Laboratory Technician,2066.0,3,Travel_Rarely,4,1,2,No,0,4.0,9.0,3,Married,Yes
38,Male,Human Resources,Sales Executive,5773.0,1,Non-Travel,1,1,3,No,4,13.0,4.0,3,Married,Yes
35,Male,Human Resources,Research Director,6013.0,3,Travel_Rarely,4,2,3,No,5,10.0,8.0,3,Married,No
43,Female,Research & Development,Research Director,1000.0,1,Travel_Rarely,1,4,4,No,6,15.0,1.0,3,Married,Yes
51,Female,Research & Development,Research Scientist,10166.0,2,Non-Travel,1,4,1,Yes,0,2.0,20.0,3,Married,Yes
28,Male,Sales,Sales Executive,7290.0,3,Travel_Frequently,3,2,4,Yes,3,10.0,12.0,3,Single,No
40,Male,Research & Development,Sales Executive,2175.0,2,Travel_Rarely,3,4,3,No,6,11.0,5.0,3,Married,Yes
48,Female,Sales,Human Resources,4288.0,3,Travel_Frequently,2,3,2,Yes,0,4.0,2.0,3,Divorced,No
32,Female,Human Resources,Laboratory Technician,4122.0,2,Travel_Rarely,2,1,2,No,8,15.0,16.0,3,Single,Yes
48,Female,Sales,Research Director,4963.0,3,Travel_Rarely,2,1,3,Yes,4,4.0,1.0,3,Married,No
24,Male,Sales,Research Director,3207.0,1,Travel_Rarely,1,1,1,No,7,7.0,16.0,4,Married,Yes
39,Male,Sales,Research Director,1145.0,2,Travel_Rarely,3,1,1,No,7,7.0,2.0,3,Married,No
37,Female,Human Resources,Research Scientist,8393.0,4,Non-Travel,2,3,3,No,2,6.0,4.0,3,Single,No
44,Male,Research & Development,Manager,5795.0,2,Travel_Frequently,4,2,4,Yes,18,22.0,7.0,3,Married,Yes
36,Female,Research & Development,Sales Representative,4391.0,3,Travel_Frequently,1,1,2,Yes,0,2.0,1.0,3,Divorced,Yes
38,Male,Sales,Research Director,13428.0,2,Travel_Rarely,3,3,2,No,4,12.0,16.0,3,Divorced,No
21,Male,Human Resources,Research Director,3276.0,2,Travel_Rarely,1,1,2,Yes,4,9.0,6.0,3,Married,Yes
38,Male,Sales,Research Director,6418.0,3,Travel_Rarely,3,4,1,No,0,0.0,1.0,3,Married,No
32,Female,Research & Development,Sales Executive,9753.0,1,Travel_Rarely,2,4,2,Yes,1,2.0,7.0,3,Married,Yes
35,Female,Sales,Sales Executive,10276.0,3,Travel_Rarely,4,1,2,No,13,18.0,1.0,3,Single,No
21,Female,Sales,Research Scientist,11015.0,5,Travel_Rarely,3,4,3,No,1,9.0,15.0,3,Single,Yes
36,Female,Sales,Sales Representative,10921.0,4,Travel_Frequently,3,3,4,Yes,6,13.0,9.0,3,Married,No
25,Male,Research & Development,Research Director,3059.0,3,Travel_Rarely,2,4,3,No,7,11.0,1.0,4,Single,No
44,Female,Research & Development,Sales Executive,5629.0,2,Travel_Frequently,3,2,3,No,0,7.0,1.0,3,Single,No
32,Male,Sales,Manufacturing Director,1967.0,5,Travel_Rarely,2,4,4,No,3,5.0,8.0,3,Married,No
43,Male,Research & Development,Research Scientist,9805.0,2,Travel_Rarely,2,3,3,No,2,3.0,13.0,3,Married,No
20,Male,Sales,Laboratory Technician,10528.0,3,Travel_Rarely,1,1,3,No,1,1.0,11.0,3,Married,Yes
37,Male,Research & Development,Manager,4132.0,2,Travel_Frequently,2,3,4,Yes,2,2.0,7.0,3,Married,No
33,Female,Research & Development,Research Scientist,11343.0,4,Travel_Rarely,3,4,1,No,16,24.0,4.0,3,Married,No
33,Female,Sales,Manufacturing Director,2636.0,2,Travel_Rarely,4,1,4,Yes,17,26.0,1.0,3,Married,Yes
37,Female,Research & Development,Sales Executive,4968.0,3,Travel_Frequently,4,2,3,No,6,13.0,9.0,4,Married,No
46,Male,Research & Development,Sales Representative,1000.0,4,Travel_Rarely,4,3,4,No,0,5.0,2.0,3,Married,Yes
26,Male,Research & Development,Manufacturing Director,12382.0,3,Travel_Rarely,2,1,1,Yes,3,8.0,1.0,3,Married,Yes
34,Female,Sales,Manager,9122.0,2,Travel_Rarely,2,1,3,No,3,5.0,1.0,4,Married,No
39,Female,Research & Development,Laboratory Technician,5132.0,4,Travel_Rarely,3,3,1,Yes,0,1.0,9.0,4,Single,Yes
33,Female,Sales,Sales Representative,4633.0,3,Travel_Frequently,3,1,3,Yes,1,6.0,3.0,3,Married,No
36,Female,Research & Development,Laboratory Technician,2139.0,1,Travel_Rarely,4,2,1,No,4,4.0,6.0,4,Single,Yes
30,Male,Human Resources,Human Resources,6740.0,2,Travel_Rarely,4,1,3,No,6,6.0,30.0,3,Divorced,No
47,Female,Sales,Healthcare Representative,10996.0,4,Travel_Rarely,2,2,3,No,4,7.0,2.0,3,Single,No
38,Female,Sales,Research Director,4692.0,5,Non-Travel,3,2,1,No,15,22.0,2.0,3,Single,No
37,Male,Research & Development,Sales Representative,10187.0,2,Travel_Frequently,1,3,1,No,3,8.0,11.0,3,Married,No
54,Male,Research & Development,Human Resources,12923.0,3,Travel_Rarely,1,3,1,Yes,7,12.0,2.0,3,Single,Yes
38,Male,Research & Development,Healthcare Representative,1000.0,2,Travel_Rarely,2,2,4,No,3,10.0,13.0,3,Divorced,No
41,Female,Sales,Research Director,7130.0,1,Travel_Rarely,4,2,1,No,4,6.0,15.0,3,Married,Yes
45,Female,Sales,Sales Representative,15833.0,3,Travel_Frequently,3,2,2,No,21,26.0,5.0,4,Single,No
47,Female,Sales,Manufacturing Director,10603.0,4,Non-Travel,3,4,4,No,20,24.0,1.0,3,Married,No
43,Male,Research & Development,Laboratory Technician,6646.0,4,Travel_Rarely,4,2,1,No,7,13.0,13.0,3,Single,No
50,Female,Human Resources,Sales Representative,1000.0,2,Travel_Rarely,3,3,1,No,2,7.0,11.0,3,Married,Yes
33,Female,Human Resources,Manufacturing Director,7554.0,4,Non-Travel,4,1,1,No,4,13.0,2.0,3,Single,Yes
32,Male,Research & Development,Manufacturing Director,2163.0,1,Travel_Rarely,1,2,1,No,1,9.0,1.0,3,Married,Yes
34,Female,Sales,Research Scientist,1000.0,4,Non-Travel,3,2,2,Yes,0,2.0,4.0,3,Single,Yes
20,Female,Research & Development,Manager,10028.0,3,Travel_Rarely,2,3,4,No,5,11.0,15.0,3,Married,No
33,Male,Human Resources,Research Scientist,6994.0,1,Travel_Frequently,2,3,4,No,1,5.0,7.0,3,Divorced,No
46,Female,Research & Development,Healthcare Representative,3162.0,1,Travel_Rarely,2,3,4,No,21,29.0,1.0,3,Single,No
40,Female,Sales,Human Resources,8784.0,2,Travel_Rarely,3,2,4,No,3,9.0,3.0,3,Single,No
26,Male,Sales,Laboratory Technician,5116.0,1,Travel_Rarely,4,2,4,No,3,7.0,22.0,3,Married,No
31,Male,Sales,Laboratory Technician,1000.0,3,Travel_Frequently,3,1,4,No,0,0.0,8.0,3,Single,No
47,Male,Research & Development,Manager,7781.0,3,Travel_Frequently,4,4,3,No,0,8.0,15.0,3,Married,No
55,Male,Research & Development,Research Director,8232.0,1,Travel_Rarely,1,4,2,Yes,2,4.0,17.0,3,Married,Yes
37,Female,Sales,Sales Executive,5001.0,3,Non-Travel,3,3,2,No,10,12.0,30.0,3,Married,Yes
39,Male,Research & Development,Manufacturing Director,11691.0,5,Travel_Frequently,1,4,2,Yes,1,9.0,1.0,3,Married,Yes
41,Male,Research & Development,Research Director,6469.0,4,Travel_Rarely,4,1,3,Yes,2,9.0,18.0,3,Married,No
35,Female,Research & Development,Human Resources,2038.0,2,Travel_Rarely,1,1,4,Yes,5,12.0,9.0,3,Single,Yes
22,Female,Research & Development,Healthcare Representative,9510.0,3,Travel_Frequently,4,1,1,No,5,9.0,1.0,3,Married,No
48,Female,Sales,Research Director,6139.0,3,Travel_Rarely,3,4,4,No,0,9.0,1.0,3,Divorced,No
40,Female,Sales,Sales Executive,6809.0,4,Travel_Rarely,3,2,3,Yes,6,13.0,6.0,4,Single,Yes
46,Male,Research & Development,Laboratory Technician,9130.0,3,Travel_Frequently,3,3,1,No,0,6.0,1.0,4,Single,Yes
51,Female,Human Resources,Sales Executive,1000.0,3,Travel_Frequently,2,2,3,Yes,3,12.0,6.0,3,Divorced,No
32,Male,Human Resources,Research Scientist,2189.0,2,Travel_Frequently,1,4,2,Yes,0,2.0,21.0,4,Single,Yes
28,Female,Research & Development,Sales Representative,1000.0,3,Travel_Frequently,4,4,3,No,3,9.0,24.0,3,Married,No
46,Male,Sales,Manager,6403.0,2,Travel_Frequently,2,1,1,Yes,4,12.0,1.0,3,Married,Yes
40,Male,Sales,Manufacturing Director,12538.0,4,Travel_Rarely,4,2,3,No,13,14.0,27.0,3,Married,No
42,Male,Research & Development,Healthcare Representative,5903.0,2,Travel_Rarely,4,3,4,No,1,4.0,2.0,4,Married,No
38,Male,Human Resources,Research Scientist,2653.0,2,Travel_Rarely,2,2,3,No,1,,3.0,4,Single,No
36,Male,Sales,Healthcare Representative,1000.0,2,Travel_Rarely,4,2,4,No,11,19.0,13.0,3,Married,No
48,Female,Research & Development,Laboratory Technician,4487.0,2,Travel_Rarely,4,3,4,No,5,9.0,1.0,3,Single,No
28,Female,Research & Development,Manager,11926.0,3,Travel_Rarely,3,1,4,No,1,6.0,3.0,3,Single,No
47,Male,Sales,Healthcare Representative,4546.0,4,Travel_Rarely,1,4,4,No,5,12.0,7.0,3,Single,Yes
36,Female,Sales,Laboratory Technician,9322.0,2,Travel_Rarely,2,1,4,Yes,7,9.0,1.0,3,Married,Yes
38,Female,Sales,Manufacturing Director,8642.0,1,Travel_Rarely,1,4,2,Yes,0,3.0,22.0,3,Divorced,Yes
30,Male,Sales,Human Resources,9624.0,3,Travel_Rarely,3,4,1,Yes,1,4.0,2.0,4,Married,Yes
27,Male,Human Resources,Research Scientist,7344.0,5,Travel_Frequently,1,3,4,No,3,3.0,25.0,3,Divorced,No
57,Male,Sales,Manufacturing Director,7329.0,1,Travel_Rarely,1,3,4,No,6,10.0,1.0,3,Married,No
22,Male,Sales,Human Resources,6531.0,4,Travel_Rarely,2,1,4,No,3,10.0,1.0,3,Married,No
42,Male,Sales,Manager,2575.0,2,Travel_Frequently,3,4,1,No,0,4.0,17.0,3,Married,Yes
26,Male,Research & Development,Manager,2027.0,3,Travel_Rarely,1,4,4,No,6,8.0,2.0,3,Divorced,No
35,Female,Research & Development,Sales Executive,6187.0,4,Travel_Rarely,1,2,3,No,0,1.0,11.0,3,Divorced,Yes
25,Male,Human Resources,Healthcare Representative,7265.0,4,Travel_Rarely,4,3,1,No,18,24.0,1.0,3,Married,No
27,Male,Research & Development,Sales Representative,7507.0,3,Travel_Rarely,4,1,3,No,3,4.0,1.0,3,Divorced,No
29,Female,Sales,Sales Executive,2481.0,5,Travel_Frequently,3,1,4,No,2,11.0,5.0,3,Single,Yes
51,Female,Research & Development,Manufacturing Director,2427.0,2,Travel_Rarely,2,4,4,Yes,2,9.0,7.0,3,Single,Yes
56,Male,Sales,Healthcare Representative,3741.0,2,Travel_Rarely,1,2,3,No,0,6.0,6.0,3,Married,No
42,Male,Research & Development,Healthcare Representative,4510.0,2,Travel_Rarely,2,2,3,No,4,4.0,8.0,4,Single,No
44,Female,Human Resources,Research Director,12090.0,3,Travel_Rarely,3,2,2,No,6,6.0,20.0,3,Married,No
30,Male,Research & Development,Sales Executive,5686.0,3,Travel_Rarely,1,3,2,Yes,4,8.0,3.0,3,Married,Yes
18,Male,Research & Development,Laboratory Technician,7915.0,4,Travel_Rarely,4,4,4,No,8,17.0,10.0,3,Single,No
41,Female,Sales,Sales Executive,4037.0,3,Travel_Rarely,1,2,3,No,0,4.0,1.0,3,Single,No
24,Female,Sales,Sales Representative,15028.0,3,Travel_Rarely,3,1,3,Yes,4,10.0,11.0,3,Single,No
47,Male,Sales,Research Director,6953.0,2,Travel_Rarely,2,2,4,No,13,21.0,25.0,3,Single,No
28,Male,Sales,Sales Representative,6208.0,2,Travel_Rarely,2,1,1,No,22,26.0,30.0,3,Married,No
33,Female,Research & Development,Sales Executive,4869.0,3,Travel_Rarely,3,2,1,Yes,7,11.0,27.0,3,Married,Yes
43,Male,Research & Development,Manufacturing Director,2974.0,1,Travel_Rarely,2,3,2,Yes,4,9.0,2.0,3,Married,Yes
27,Male,Human Resources,Sales Executive,4583.0,3,Travel_Rarely,1,1,2,No,18,25.0,3.0,3,Married,No
47,Male,Sales,Healthcare Representative,1016.0,5,Travel_Rarely,1,1,1,No,0,3.0,7.0,4,Divorced,Yes
